Pixel FlatCorrection LaserCorrection TotalCorrection
1769 1.0197 1.0263 1.0465
1770 1.0204 1.0263 1.0472
1771 1.0210 1.0268 1.0484
1772 1.0208 1.0256 1.0469
1773 1.0196 1.0250 1.0451
1774 1.0199 1.0256 1.0460
1775 1.0187 1.0250 1.0442
1776 1.0144 1.0219 1.0366
1777 1.0153 1.0219 1.0375
1778 1.0154 1.0227 1.0384
1779 1.0163 1.0227 1.0394
1780 1.0165 1.0235 1.0404
1781 1.0176 1.0243 1.0423
1782 1.0173 1.0235 1.0412
1783 1.0184 1.0243 1.0431
1784 1.0139 1.0227 1.0369
1785 1.0146 1.0227 1.0376
1786 1.0129 1.0219 1.0351
1787 1.0136 1.0219 1.0358
1788 1.0160 1.0243 1.0407
1789 1.0149 1.0235 1.0388
1790 1.0168 1.0243 1.0415
1791 1.0157 1.0235 1.0396
1792 1.0125 0.9832 0.9955
1793 1.0136 0.9832 0.9966
1794 1.0130 0.9811 0.9939
1795 1.0141 0.9811 0.9949
1796 1.0120 0.9811 0.9929
1797 1.0110 0.9811 0.9919
1798 1.0104 0.9832 0.9934
1799 1.0114 0.9832 0.9944
1800 1.0147 0.9790 0.9934
1801 1.0153 0.9767 0.9916
1802 1.0142 0.9767 0.9906
1803 1.0136 0.9789 0.9922
1804 1.0132 0.9767 0.9896
1805 1.0122 0.9767 0.9886
1806 1.0115 0.9789 0.9902
1807 1.0125 0.9789 0.9911
1808 1.0146 0.9722 0.9864
1809 1.0139 0.9745 0.9880
1810 1.0129 0.9745 0.9871
1811 1.0136 0.9722 0.9854
1812 1.0160 0.9745 0.9901
1813 1.0157 0.9722 0.9875
1814 1.0168 0.9722 0.9885
1815 1.0149 0.9745 0.9890
1816 1.0163 0.9675 0.9833
1817 1.0153 0.9675 0.9823
1818 1.0144 0.9699 0.9839
1819 1.0154 0.9699 0.9848
1820 1.0184 0.9675 0.9853
1821 1.0176 0.9699 0.9870
1822 1.0173 0.9675 0.9842
1823 1.0165 0.9699 0.9859
1824 1.0158 0.9790 0.9945
1825 1.0165 0.9768 0.9929
1826 1.0177 0.9768 0.9941
1827 1.0170 0.9790 0.9956
1828 1.0177 0.9812 0.9986
1829 1.0185 0.9833 1.0015
1830 1.0190 0.9812 0.9998
1831 1.0172 0.9833 1.0002
1832 1.0159 0.9833 0.9989
1833 1.0152 0.9811 0.9960
1834 1.0165 0.9811 0.9973
1835 1.0147 0.9832 0.9977
1836 1.0196 0.9790 0.9982
1837 1.0203 0.9768 0.9966
1838 1.0183 0.9790 0.9969
1839 1.0190 0.9768 0.9954
1840 1.0221 0.9675 0.9889
1841 1.0234 0.9675 0.9901
1842 1.0212 0.9699 0.9905
1843 1.0225 0.9699 0.9917
1844 1.0204 0.9723 0.9921
1845 1.0197 0.9745 0.9937
1846 1.0217 0.9723 0.9934
1847 1.0210 0.9745 0.9950
1848 1.0187 0.9699 0.9880
1849 1.0199 0.9699 0.9892
1850 1.0196 0.9675 0.9865
1851 1.0208 0.9675 0.9876
1852 1.0172 0.9745 0.9913
1853 1.0179 0.9722 0.9896
1854 1.0184 0.9745 0.9924
1855 1.0191 0.9723 0.9909
1856 1.0154 0.9858 1.0010
1857 1.0141 0.9858 0.9997
1858 1.0149 0.9879 1.0026
1859 1.0137 0.9879 1.0014
1860 1.0162 0.9879 1.0039
1861 1.0175 0.9879 1.0052
1862 1.0179 0.9859 1.0035
1863 1.0166 0.9859 1.0023
1864 1.0134 0.9898 1.0031
1865 1.0131 0.9917 1.0047
1866 1.0143 0.9918 1.0060
1867 1.0146 0.9898 1.0043
1868 1.0156 0.9918 1.0073
1869 1.0169 0.9918 1.0086
1870 1.0172 0.9898 1.0068
1871 1.0159 0.9898 1.0055
1872 1.0152 0.9954 1.0105
1873 1.0154 0.9936 1.0089
1874 1.0167 0.9936 1.0102
1875 1.0165 0.9954 1.0118
1876 1.0129 0.9936 1.0064
1877 1.0139 0.9954 1.0092
1878 1.0127 0.9954 1.0080
1879 1.0141 0.9936 1.0076
1880 1.0150 0.9989 1.0139
1881 1.0163 0.9989 1.0152
1882 1.0164 0.9972 1.0136
1883 1.0151 0.9972 1.0123
1884 1.0125 0.9989 1.0114
1885 1.0126 0.9972 1.0098
1886 1.0137 0.9989 1.0126
1887 1.0138 0.9972 1.0110
1888 1.0122 0.9898 1.0019
1889 1.0120 0.9917 1.0036
1890 1.0109 0.9917 1.0025
1891 1.0111 0.9898 1.0008
1892 1.0104 0.9878 0.9981
1893 1.0099 0.9858 0.9956
1894 1.0095 0.9878 0.9972
1895 1.0108 0.9858 0.9964
1896 1.0119 0.9858 0.9975
1897 1.0126 0.9879 1.0003
1898 1.0115 0.9878 0.9992
1899 1.0130 0.9858 0.9986
1900 1.0091 0.9898 0.9988
1901 1.0088 0.9917 1.0004
1902 1.0101 0.9898 0.9998
1903 1.0098 0.9917 1.0014
1904 1.0092 0.9989 1.0081
1905 1.0082 0.9989 1.0071
1906 1.0093 0.9972 1.0065
1907 1.0083 0.9972 1.0055
1908 1.0094 0.9954 1.0048
1909 1.0096 0.9936 1.0031
1910 1.0084 0.9954 1.0038
1911 1.0086 0.9936 1.0021
1912 1.0114 0.9972 1.0086
1913 1.0103 0.9972 1.0075
1914 1.0114 0.9989 1.0103
1915 1.0103 0.9989 1.0092
1916 1.0117 0.9936 1.0052
1917 1.0115 0.9954 1.0068
1918 1.0106 0.9936 1.0041
1919 1.0104 0.9954 1.0058
1920 1.0119 1.0114 1.0234
1921 1.0130 1.0114 1.0245
1922 1.0115 1.0101 1.0217
1923 1.0126 1.0101 1.0228
1924 1.0104 1.0101 1.0206
1925 1.0095 1.0101 1.0197
1926 1.0099 1.0114 1.0214
1927 1.0108 1.0114 1.0223
1928 1.0122 1.0087 1.0210
1929 1.0120 1.0073 1.0194
1930 1.0109 1.0073 1.0183
1931 1.0111 1.0087 1.0199
1932 1.0098 1.0073 1.0172
1933 1.0088 1.0073 1.0162
1934 1.0091 1.0087 1.0179
1935 1.0101 1.0087 1.0189
1936 1.0094 1.0043 1.0137
1937 1.0096 1.0058 1.0155
1938 1.0086 1.0058 1.0144
1939 1.0084 1.0043 1.0127
1940 1.0117 1.0058 1.0176
1941 1.0104 1.0043 1.0147
1942 1.0115 1.0043 1.0158
1943 1.0106 1.0058 1.0165
1944 1.0092 1.0011 1.0103
1945 1.0082 1.0011 1.0093
1946 1.0083 1.0027 1.0110
1947 1.0093 1.0027 1.0120
1948 1.0114 1.0011 1.0125
1949 1.0114 1.0027 1.0141
1950 1.0103 1.0011 1.0114
1951 1.0103 1.0027 1.0130
1952 1.0134 1.0087 1.0222
1953 1.0131 1.0073 1.0205
1954 1.0143 1.0072 1.0216
1955 1.0146 1.0087 1.0234
1956 1.0162 1.0101 1.0265
1957 1.0179 1.0114 1.0295
1958 1.0175 1.0101 1.0278
1959 1.0166 1.0114 1.0282
1960 1.0154 1.0114 1.0270
1961 1.0137 1.0101 1.0239
1962 1.0149 1.0101 1.0252
1963 1.0141 1.0114 1.0257
1964 1.0172 1.0087 1.0260
1965 1.0169 1.0072 1.0242
1966 1.0159 1.0087 1.0247
1967 1.0156 1.0072 1.0229
1968 1.0150 1.0011 1.0161
1969 1.0163 1.0011 1.0174
1970 1.0151 1.0027 1.0178
1971 1.0164 1.0027 1.0191
1972 1.0152 1.0043 1.0196
1973 1.0154 1.0058 1.0213
1974 1.0165 1.0043 1.0209
1975 1.0167 1.0058 1.0226
1976 1.0126 1.0027 1.0153
1977 1.0138 1.0027 1.0165
1978 1.0125 1.0011 1.0136
1979 1.0137 1.0011 1.0148
1980 1.0129 1.0058 1.0188
1981 1.0127 1.0043 1.0171
1982 1.0141 1.0058 1.0200
1983 1.0139 1.0043 1.0183
1984 1.0159 1.0131 1.0292
1985 1.0147 1.0131 1.0280
1986 1.0165 1.0143 1.0310
1987 1.0152 1.0143 1.0297
1988 1.0177 1.0143 1.0323
1989 1.0190 1.0143 1.0336
1990 1.0185 1.0131 1.0318
1991 1.0172 1.0131 1.0305
1992 1.0158 1.0155 1.0315
1993 1.0165 1.0166 1.0334
1994 1.0177 1.0166 1.0346
1995 1.0170 1.0155 1.0328
1996 1.0190 1.0166 1.0359
1997 1.0203 1.0166 1.0372
1998 1.0196 1.0155 1.0354
1999 1.0183 1.0155 1.0341
2000 1.0204 1.0188 1.0396
2001 1.0197 1.0177 1.0377
2002 1.0210 1.0177 1.0391
2003 1.0217 1.0188 1.0409
2004 1.0172 1.0177 1.0352
2005 1.0191 1.0188 1.0383
2006 1.0179 1.0188 1.0370
2007 1.0184 1.0177 1.0364
2008 1.0221 1.0207 1.0433
2009 1.0234 1.0207 1.0446
2010 1.0225 1.0197 1.0426
2011 1.0212 1.0197 1.0413
2012 1.0196 1.0207 1.0407
2013 1.0187 1.0198 1.0389
2014 1.0208 1.0207 1.0419
2015 1.0199 1.0198 1.0401
2016 1.0147 1.0155 1.0304
2017 1.0153 1.0166 1.0322
2018 1.0142 1.0166 1.0310
2019 1.0136 1.0155 1.0293
2020 1.0120 1.0143 1.0265
2021 1.0104 1.0131 1.0236
2022 1.0110 1.0143 1.0255
2023 1.0114 1.0131 1.0246
2024 1.0125 1.0131 1.0258
2025 1.0141 1.0143 1.0286
2026 1.0130 1.0143 1.0275
2027 1.0136 1.0131 1.0269
2028 1.0115 1.0155 1.0272
2029 1.0122 1.0166 1.0290
2030 1.0125 1.0155 1.0282
2031 1.0132 1.0166 1.0300
2032 1.0163 1.0207 1.0373
2033 1.0153 1.0207 1.0363
2034 1.0154 1.0198 1.0355
2035 1.0144 1.0198 1.0345
2036 1.0146 1.0188 1.0337
2037 1.0139 1.0177 1.0318
2038 1.0136 1.0188 1.0327
2039 1.0129 1.0177 1.0308
2040 1.0176 1.0198 1.0377
2041 1.0165 1.0198 1.0366
2042 1.0184 1.0207 1.0395
2043 1.0173 1.0207 1.0384
2044 1.0160 1.0177 1.0340
2045 1.0168 1.0188 1.0359
2046 1.0149 1.0177 1.0329
2047 1.0157 1.0188 1.0348
